%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=215650, 2026/04/11 20:36:59.51)
25 426 1.979684e+00 1.073410e+00  7.872437825374918248e+02  8.331469589428704694e+02  8.532612661473624485e+02  8.753735690771879945e+02
26 443 1.953479e+00 1.075854e+00  7.872437825374918248e+02  8.324527515034433236e+02  8.483827457344649474e+02  8.638972930244417512e+02
27 460 1.924337e+00 1.078257e+00  7.872437825374918248e+02  8.313876366509600757e+02  8.563568781046635650e+02  8.782824200713679375e+02
28 477 1.896782e+00 1.080697e+00  7.872437825374918248e+02  8.293125620991952474e+02  8.513623587623785625e+02  8.758306801056983204e+02
29 494 1.865614e+00 1.080697e+00  7.872437825374918248e+02  8.383666793132463226e+02  8.524071514634284767e+02  8.843861086803168519e+02
30 511 1.834125e+00 1.085505e+00  7.872437825374918248e+02  8.320815679121042194e+02  8.530674624112841684e+02  8.670388114780081423e+02
31 528 1.810705e+00 1.087706e+00  7.872437825374918248e+02  8.319350969861983458e+02  8.511401185313401356e+02  8.634161695556924769e+02
32 545 1.780770e+00 1.089731e+00  7.872437825374918248e+02  8.321668346339345135e+02  8.455914472621207096e+02  8.687607060776824710e+02
33 562 1.753022e+00 1.091237e+00  7.872437825374918248e+02  8.331426469955107450e+02  8.502067789654472563e+02  8.712764348475345741e+02
34 579 1.727181e+00 1.092241e+00  7.872437825374918248e+02  8.272368577215087271e+02  8.447344033926301563e+02  8.604245863406214312e+02
35 596 1.707365e+00 1.092241e+00  7.872437825374918248e+02  8.343420892114818344e+02  8.454857416438646851e+02  8.846933146444165459e+02
36 613 1.694563e+00 1.094041e+00  7.872437825374918248e+02  8.374704210097615942e+02  8.512857453887835391e+02  8.677404843964632164e+02
37 630 1.682254e+00 1.095047e+00  7.872437825374918248e+02  8.398042532631143331e+02  8.566830282091858635e+02  8.720286025450909619e+02
38 647 1.666552e+00 1.096179e+00  7.872437825374918248e+02  8.348670306396570595e+02  8.472828829661680174e+02  8.689483857844426211e+02
39 664 1.654968e+00 1.097264e+00  7.872437825374918248e+02  8.266271384986749808e+02  8.458539416670200808e+02  8.598845176624206488e+02
40 681 1.641855e+00 1.098210e+00  7.872437825374918248e+02  8.290744770003320809e+02  8.368696682162742491e+02  8.564432540249081285e+02
41 698 1.630924e+00 1.098210e+00  7.872437825374918248e+02  8.233733105624509108e+02  8.448846346396410354e+02  8.689620350180689456e+02
