%  columns="iteration, evaluation, void, void, void, xmean" (startseed=215650, 2026/04/11 20:36:59.51)
0 1 0 0 0 -3.660827e-02 2.357863e-02 -6.352926e-03 -6.170251e-03 9.257528e-03 2.236843e-02 1.976346e-02 7.589269e-03 -4.883654e-03 -2.479980e-02 2.341834e-02 5.809716e-01 2.356566e+00 -1.920816e+00 -6.223256e+00 -7.612323e-01 -4.036554e-01 3.032815e+00 -1.255492e+00 -3.076010e+00 -1.469003e+00 -2.970381e-02 -1.051922e+00 -4.702891e+00 -1.501994e+00 4.870471e+00 -1.357685e+00 5.125142e-01 -4.697037e+00 4.510036e-01 -1.821274e+00 5.162608e+00 6.995682e-01 2.129232e+00 -2.415222e-01 -7.471760e-02 3.952703e-02 -2.983001e-01 -3.315881e+00 -4.353518e+00 -4.498153e+00 5.509416e-01 -4.333379e+00 -1.776903e+00 -1.127041e+00 2.425220e+00 -4.262787e-01 -1.218541e-01 -3.548878e+00 -2.674952e-01 2.988785e+00 2.925979e+00 3.553477e+00 3.799710e+00 -3.410607e+00 3.203296e+00 -3.236584e+00 -3.464413e+00 -7.097629e-01 3.805371e+00 -2.491150e+00 -7.155533e-01 -3.552156e+00 -8.912462e-01 2.726780e-01 -1.739793e+00 3.581428e+00 2.839044e+00 -3.122662e+00 -3.175741e+00 -3.248292e+00 3.112643e-01 3.867514e+00 2.791123e-01 3.614896e+00 7.208141e-03 -2.150313e-01 -9.606147e-01 4.163097e+00 3.733764e+00 -4.734168e+00 4.610316e+00 4.007867e+00 -1.561904e+00 -3.676613e+00 3.672184e+00 -3.095728e+00 7.881402e-01 -3.059492e+00 4.238484e+00 3.360933e+00 -4.492014e+00 -1.678853e+00 1.349005e-01 1.072330e+00 3.694755e+00 4.817421e+00 5.247539e-01 -9.679518e-02 -3.660827e-02 
1 18 0 0 0 2.149657e+00 3.003101e+00 1.247264e+00 -1.023880e+00 2.510892e-02 7.348854e-01 5.006070e-01 6.593711e-01 -2.100757e-01 8.156449e-01 7.630133e-01 -9.564805e-02 -4.612837e-01 -3.210962e+00 -6.382943e+00 -1.594153e+00 -6.008535e-01 3.190384e+00 -1.056948e+00 -2.476973e+00 -6.551256e-01 -1.914668e+00 -2.198451e+00 -4.622948e+00 -2.005906e+00 7.293227e+00 -1.245181e+00 -2.199908e+00 -4.179641e+00 2.153486e+00 -3.049133e+00 5.748933e+00 9.916078e-01 3.553831e+00 -3.035809e-01 -3.247242e-01 -6.802313e-01 -1.142201e-01 -2.905978e+00 -3.584587e+00 -3.800681e+00 1.910741e+00 -5.830425e+00 -3.390119e+00 -7.607520e-01 -8.940324e-01 -3.403430e+00 1.215217e+00 -4.449679e+00 1.021595e+00 3.338440e+00 3.843100e+00 3.674713e+00 4.424763e+00 -2.258352e+00 5.938101e+00 -4.191298e+00 -4.077593e+00 2.815774e+00 1.797782e+00 -1.203637e+00 8.147856e-01 -3.237617e+00 -8.979998e-01 -1.616836e+00 -6.818728e-01 4.154254e+00 2.004209e+00 -3.226402e+00 -3.054333e+00 -3.991119e+00 -3.726631e+00 2.140566e+00 1.027197e+00 6.008487e+00 -1.213169e+00 1.313304e+00 -2.072241e+00 2.683676e+00 3.849800e+00 -3.376462e+00 3.174585e+00 6.982518e+00 -6.744422e-01 -2.744111e+00 5.647704e+00 3.444666e-01 6.454982e-02 -3.479133e+00 5.165207e+00 1.958809e+00 -2.320932e+00 -3.957133e-01 -5.767409e-01 1.010925e+00 3.699991e+00 4.004973e+00 1.027894e+00 -1.525017e+00 -2.114564e+00 
2 35 0 0 0 3.695121e+00 1.307089e+00 2.431157e+00 8.286246e-01 5.235003e-01 1.553524e+00 1.836067e+00 1.528228e+00 -6.037893e-01 1.626439e+00 1.327724e+00 -4.077840e-01 -1.833951e+00 -1.994593e-01 -6.117794e+00 -2.084024e+00 -1.356102e+00 2.054809e+00 5.174302e-01 -2.180898e+00 7.753374e-01 -2.827659e+00 -1.127244e+00 -5.946784e+00 -2.144374e+00 6.416995e+00 -7.628226e-02 -1.118262e+00 -3.648508e+00 2.517997e+00 -1.827679e+00 5.635077e+00 2.196736e+00 3.635978e+00 7.821429e-01 1.053133e-01 -7.758361e-01 -1.344659e-01 -2.083064e+00 -3.407462e+00 -3.808238e+00 4.508489e-01 -4.967448e+00 -3.649779e+00 -9.028710e-01 -1.008438e+00 -1.539994e+00 5.032448e-01 -3.907202e+00 9.312747e-01 4.048135e+00 2.038407e+00 2.642195e+00 7.081589e+00 -9.183202e-01 3.649139e+00 -4.199753e+00 -4.439937e+00 4.225825e+00 1.188587e+00 -2.076079e+00 -2.883431e-01 -6.344741e+00 -3.180380e+00 -2.010035e+00 5.080672e-02 2.883396e+00 1.338108e+00 -1.896236e+00 -2.685029e+00 -4.101685e+00 -4.730076e+00 4.356544e+00 1.719347e+00 5.040540e+00 -1.642708e+00 -4.450617e-02 -6.587940e-01 3.476021e+00 2.270665e+00 -2.052517e+00 4.451412e+00 7.835886e+00 1.048985e-01 -1.908082e+00 3.600712e+00 -1.634795e+00 -2.701762e-01 -3.399163e+00 5.035638e+00 1.392007e+00 -1.284832e+00 1.300849e+00 6.658158e-01 9.320069e-01 2.159252e+00 1.313251e+00 -6.486615e-01 -2.056261e+00 -3.468542e+00 
3 52 0 0 0 2.126905e+00 1.980506e-01 2.725815e+00 6.208748e-01 3.408760e-01 1.954101e+00 3.696464e+00 2.145528e+00 5.849054e-01 -4.852338e-01 5.231504e+00 -5.860180e-01 -2.389658e+00 -1.244448e+00 -4.052660e+00 -1.632288e+00 -1.314776e+00 6.096667e-01 4.404074e-01 -8.508455e-01 1.610954e+00 -3.057488e+00 -1.300035e+00 -7.375739e+00 -2.721785e+00 6.533154e+00 1.635093e+00 1.401305e+00 -2.931103e+00 3.849658e+00 -1.431209e+00 7.701644e+00 1.032208e+00 2.775173e+00 6.898571e-02 -2.051669e+00 1.459810e-01 1.913742e+00 -4.331397e+00 -4.038915e+00 -3.314365e+00 1.577394e+00 -3.652808e+00 -3.078142e+00 8.798274e-01 1.492567e-01 -2.005632e+00 7.331388e-01 -6.196523e+00 -4.850768e-01 4.630989e+00 2.333224e+00 3.431174e+00 5.767573e+00 -2.004117e+00 1.880233e+00 -3.391373e+00 -4.057199e+00 3.013600e+00 3.603709e-01 -2.135895e+00 5.547117e-01 -5.191427e+00 -3.282858e+00 -3.121698e+00 6.026310e-01 1.897079e+00 7.012337e-01 -3.376512e+00 -2.829778e+00 -2.308613e+00 -5.710636e+00 2.712802e+00 3.023515e+00 4.989902e+00 -5.379295e-01 3.310587e-01 -1.024533e+00 2.771030e+00 2.332055e+00 -1.846896e+00 3.445557e+00 5.158518e+00 -8.415871e-01 -2.120531e+00 3.806059e+00 -4.071660e-01 -1.311312e+00 -1.111716e+00 4.599348e+00 -2.324377e-01 2.294400e-01 3.430774e+00 7.377600e-01 1.722530e+00 7.736964e-01 1.818759e+00 -1.999315e+00 -2.588599e+00 -1.966040e+00 
4 69 0 0 0 3.147239e+00 7.251483e-01 4.201765e+00 2.490854e+00 2.268212e+00 2.436576e+00 1.356838e+00 2.122461e+00 -2.879374e-01 -1.535831e+00 4.207511e+00 2.472948e-01 -2.841967e+00 -1.858104e+00 -5.706941e+00 -1.724833e+00 -3.794802e-01 3.764539e-01 4.650726e-02 -2.747786e+00 1.032332e+00 -4.003022e+00 -7.435459e-01 -1.016786e+01 -3.371651e+00 6.579746e+00 1.731558e+00 3.270734e+00 -5.447885e-01 3.558509e+00 -5.541080e-01 7.234987e+00 4.152221e-01 2.176484e+00 -4.616120e-01 -2.029192e+00 6.906044e-01 2.008845e-01 -4.753930e+00 -2.808051e+00 -3.367898e+00 7.314194e-01 -2.210018e+00 -2.385286e+00 8.865455e-01 6.500046e-02 -3.565907e+00 4.995871e-01 -7.737707e+00 1.411689e-01 5.930063e+00 2.411054e+00 3.607286e+00 7.322009e+00 -9.129978e-01 2.244051e+00 -2.567020e+00 -4.979909e+00 3.887068e+00 -1.173327e+00 -1.369448e+00 -2.114627e+00 -6.672759e+00 -4.882601e-01 -3.664486e+00 -5.927499e-01 2.675190e+00 7.137920e-01 -4.036869e+00 -3.939293e+00 -1.272241e+00 -6.430535e+00 3.490005e+00 3.979796e+00 3.216519e+00 6.931966e-01 -9.942000e-01 -2.227928e+00 2.560019e+00 4.094724e+00 -1.598615e+00 3.773655e+00 5.414815e+00 6.725530e-01 -5.269503e+00 4.382807e+00 -7.062295e-01 2.050477e+00 -9.681329e-01 3.467934e+00 1.927337e-02 8.183993e-01 1.184318e+00 2.233738e+00 1.869664e+00 -1.305102e+00 3.170418e+00 -1.856860e+00 -3.260308e+00 -2.386108e+00 
5 86 0 0 0 5.199509e+00 2.618452e-01 3.407645e+00 1.714184e+00 9.861773e-01 1.993225e+00 1.754992e+00 3.892253e-01 5.960881e-01 -2.313029e+00 2.369052e+00 1.216571e-01 -2.423233e+00 -2.162000e+00 -4.615678e+00 -2.601738e-01 -8.610978e-01 3.349771e-01 -1.076135e+00 -5.618502e-01 2.189395e+00 -3.193928e+00 -3.409601e-01 -7.904911e+00 -3.200662e+00 6.509047e+00 1.104535e-01 3.617632e+00 -1.319008e+00 2.485510e+00 -1.063862e+00 7.644122e+00 1.965645e-01 2.502472e+00 -4.967101e-01 -1.942276e+00 1.044025e+00 -3.876207e-01 -5.374365e+00 -3.307683e+00 -3.192457e+00 1.485633e+00 -3.294382e+00 -9.190425e-01 1.630495e+00 5.450251e-01 -5.802757e+00 3.877140e-01 -9.626258e+00 4.271221e-01 6.761208e+00 1.472308e+00 3.765135e+00 5.810673e+00 -1.506960e+00 2.790425e+00 -4.153570e+00 -1.671931e+00 2.003428e+00 -3.393395e+00 -2.517785e+00 -2.190608e+00 -5.868426e+00 3.764236e-01 -4.557151e+00 5.033099e-01 3.293822e+00 5.494695e-01 -2.398312e+00 -4.178770e+00 -9.407865e-01 -6.962678e+00 2.279738e+00 2.961780e+00 1.644404e+00 -4.694154e-01 -1.586383e+00 -1.266194e+00 3.129405e+00 3.535413e+00 -1.798207e+00 5.556268e+00 3.795227e+00 5.231665e-01 -3.555804e+00 4.298302e+00 -7.269670e-01 3.772808e+00 -2.361187e+00 2.714619e+00 -6.405836e-01 -1.694836e+00 1.755706e+00 3.006010e+00 2.668186e-01 -1.564029e+00 2.878441e+00 -2.495796e+00 -4.785176e+00 -3.524241e+00 
6 103 0 0 0 6.184016e+00 1.936983e-01 3.434131e+00 1.215191e+00 1.028469e+00 1.689423e+00 3.097203e+00 2.863878e-01 -3.578705e-01 -1.641692e+00 1.145161e+00 2.749613e-01 -8.751348e-01 -1.825771e+00 -5.658778e+00 -2.386208e+00 -2.616347e-01 -3.377563e-01 -2.790097e+00 -1.447434e+00 1.374218e+00 -2.283111e+00 -1.234846e+00 -8.099678e+00 -4.373562e+00 6.168253e+00 5.934281e-01 1.981390e+00 1.414985e-01 5.904114e-01 -1.547001e+00 8.237533e+00 -1.047710e+00 2.317851e+00 1.609878e-01 -2.325478e-01 1.123038e+00 9.659799e-01 -5.801458e+00 -4.679454e+00 -3.498027e+00 2.658764e+00 -5.035214e+00 -8.542998e-01 8.803473e-01 -1.085527e+00 -4.853764e+00 -1.672497e+00 -8.650929e+00 2.758886e-01 7.351544e+00 2.058107e+00 2.274701e+00 5.106939e+00 -1.718993e+00 2.351882e+00 -4.413382e+00 -2.396780e+00 3.897871e+00 -3.752545e+00 -3.794767e+00 -1.230247e+00 -6.487489e+00 1.763765e+00 -5.335963e+00 4.573067e-01 2.224065e+00 1.445874e+00 -5.226933e-01 -4.542362e+00 -1.461318e-01 -9.010627e+00 1.145649e+00 3.654174e+00 1.956999e+00 -5.352417e-01 -2.449039e+00 -4.011105e+00 1.996194e+00 2.923377e+00 -2.520812e+00 4.152113e+00 3.314618e+00 2.770079e+00 -2.870831e+00 3.219156e+00 5.600118e-02 2.885012e+00 -1.014187e+00 3.504462e+00 5.401975e-01 -2.393942e+00 1.463242e+00 2.659967e+00 -1.384029e-01 -2.998635e-01 9.598464e-01 -4.193428e+00 -6.235534e+00 -3.156887e+00 
7 120 0 0 0 5.233730e+00 1.067661e+00 2.507658e+00 1.491592e+00 1.096022e+00 2.418060e+00 2.582564e+00 4.052144e-01 1.763442e-01 -2.784484e+00 6.189267e-01 4.908633e-01 -6.932378e-01 -2.311320e+00 -4.713356e+00 -3.240679e+00 1.093452e-01 -1.526335e+00 -2.207761e+00 -2.327176e-01 1.636834e+00 -1.058941e+00 -8.787014e-01 -9.373749e+00 -4.692272e+00 6.868296e+00 -3.628511e-02 1.542602e+00 6.325117e-01 1.903857e-01 -1.503691e+00 9.065751e+00 -1.991927e+00 1.153724e+00 1.568761e+00 -7.243764e-01 9.631922e-01 1.189679e-01 -8.388501e+00 -4.684481e+00 -3.484469e+00 1.991407e+00 -5.438937e+00 -1.280815e+00 2.272460e+00 -1.160284e+00 -5.218600e+00 -2.440093e+00 -1.015983e+01 1.620760e+00 7.266983e+00 1.132204e+00 5.595620e-01 5.506386e+00 -2.313077e+00 2.151537e+00 -5.055971e+00 -2.269126e+00 2.248290e+00 -3.139228e+00 -3.728121e+00 -1.374042e+00 -6.337294e+00 1.938881e+00 -5.715470e+00 -7.532237e-01 1.873762e+00 7.760354e-02 1.348137e-01 -5.366261e+00 -1.133127e+00 -6.997894e+00 -8.679544e-02 3.351715e+00 1.910886e+00 -1.142820e+00 -3.168209e+00 -3.038857e+00 2.698551e+00 4.187944e+00 -4.249576e+00 4.862821e+00 2.550842e+00 4.347477e+00 -4.065050e+00 3.680670e+00 6.708511e-01 1.073406e+00 -4.295386e-01 2.716287e+00 -1.353524e+00 -1.807487e+00 1.006112e+00 3.665709e+00 4.227449e-02 7.285484e-01 -1.450456e+00 -3.896525e+00 -7.165022e+00 -3.734780e+00 
8 137 0 0 0 5.689569e+00 1.646244e+00 2.780860e+00 1.667881e+00 8.459378e-01 1.993235e+00 3.797825e+00 -8.251220e-01 -8.020715e-01 -2.066702e+00 -2.549342e-01 -4.336075e-01 -8.512083e-01 -3.812760e+00 -4.347045e+00 -3.043110e+00 1.104474e+00 -8.575824e-01 -1.706554e+00 -1.248632e-01 1.176680e+00 -2.170379e+00 1.137906e-01 -8.958282e+00 -4.524257e+00 5.730838e+00 9.388499e-01 2.677960e+00 1.611376e+00 1.088376e+00 -1.181129e-02 9.234970e+00 -1.384819e+00 2.401684e+00 1.904905e+00 2.503080e-01 7.782455e-01 -1.027596e+00 -1.055296e+01 -5.405457e+00 -3.391778e+00 1.825575e+00 -5.700188e+00 -9.671359e-01 3.486219e+00 -5.739620e-01 -5.956856e+00 -1.207171e-01 -8.919374e+00 2.323591e+00 7.833787e+00 2.382798e+00 -7.487261e-01 4.638271e+00 -3.195897e+00 7.206599e-01 -5.552131e+00 -2.417883e+00 3.151665e+00 -2.784501e+00 -3.908289e+00 -1.230599e+00 -5.319791e+00 1.413212e+00 -6.791464e+00 -8.184766e-01 3.337580e+00 1.080257e+00 -1.479410e-01 -5.711270e+00 -1.573235e+00 -6.637856e+00 5.322139e-01 3.879562e+00 9.039145e-01 -7.237011e-01 -4.730486e+00 -2.120120e+00 3.647115e+00 4.128727e+00 -5.331114e+00 6.010873e+00 1.819821e+00 3.923820e+00 -3.702729e+00 2.384212e+00 1.052035e+00 -1.216730e+00 -8.772226e-01 3.620784e+00 -3.283451e+00 -2.887755e+00 1.609698e+00 5.040254e+00 5.078346e-01 -3.836337e-01 4.897371e-01 -3.788527e+00 -6.746181e+00 -3.069645e+00 
9 154 0 0 0 5.623246e+00 1.997763e+00 4.178481e-01 6.475594e-01 3.034546e-01 7.558396e-01 3.700875e+00 -3.176971e-01 -8.486109e-01 -5.204561e-01 -1.526397e+00 -2.390304e+00 7.803157e-01 -5.882215e+00 -3.795256e+00 -2.979888e+00 2.352189e+00 -2.701149e+00 -8.046415e-01 -2.913222e-01 4.642256e-01 -2.594965e+00 -1.542111e-01 -9.421750e+00 -4.186756e+00 3.999593e+00 1.736032e+00 3.996870e+00 2.229416e-01 1.373405e+00 -6.541173e-01 9.107264e+00 -2.401094e+00 1.092283e+00 9.631190e-01 -9.267770e-01 4.558127e-01 -1.740311e+00 -9.669303e+00 -4.776366e+00 -2.076304e+00 1.876937e+00 -4.239118e+00 -7.181970e-02 3.545858e+00 -1.728747e+00 -4.820250e+00 -5.495135e-01 -9.404238e+00 1.718927e+00 7.348146e+00 2.684845e+00 -1.367289e+00 5.209800e+00 -3.501958e+00 3.479474e-01 -5.330848e+00 -1.964848e+00 8.217262e-01 -2.285820e+00 -4.020439e+00 -1.024835e+00 -6.542771e+00 -3.674042e-01 -6.765508e+00 -8.228012e-01 2.537662e+00 5.298219e-01 -5.966761e-01 -5.003755e+00 -2.008230e+00 -7.993870e+00 9.927976e-01 5.368503e+00 -1.034564e-01 -1.998736e+00 -3.632054e+00 -1.898531e+00 5.582354e+00 3.122220e+00 -5.474691e+00 3.795100e+00 9.355590e-01 4.072177e+00 -4.316762e+00 2.053751e+00 2.651149e+00 -5.964742e-01 -1.178603e-01 2.044491e+00 -2.433469e+00 -4.796001e+00 1.012759e+00 5.156729e+00 -1.961587e-02 3.218239e-01 1.456076e+00 -4.021000e+00 -9.006310e+00 -2.585193e+00 
