# x_m, y_m, w_tr_right_m, w_tr_left_m
17.05430056,-2.863527934,1.1,1.1
17.49157326,-2.763891076,1.1,1.1
17.93011256,-2.670238714,1.1,1.1
18.36989807,-2.582415544,1.1,1.1
18.81090965,-2.500265903,1.1,1.1
19.25312708,-2.423634576,1.1,1.1
19.69653005,-2.35236608,1.1,1.1
20.14109681,-2.286315088,1.1,1.1
20.58674935,-2.22568256,1.1,1.1
21.03334117,-2.171092047,1.1,1.1
21.48072191,-2.123193165,1.1,1.1
21.92874076,-2.08263517,1.1,1.1
22.37724727,-2.050067496,1.1,1.1
22.82609082,-2.02613958,1.1,1.1
23.27509901,-2.011513799,1.1,1.1
23.72401814,-2.006901423,1.1,1.1
24.17257543,-2.013024775,1.1,1.1
24.62049821,-2.030606359,1.1,1.1
25.0675136,-2.06036886,1.1,1.1
25.51334895,-2.10303469,1.1,1.1
25.95773254,-2.159320511,1.1,1.1
26.40055735,-2.228984831,1.1,1.1
26.84206216,-2.309776554,1.1,1.1
27.28252946,-2.399191318,1.1,1.1
27.72224154,-2.49472485,1.1,1.1
28.1614807,-2.593872788,1.1,1.1
28.60052932,-2.69413077,1.1,1.1
29.03966675,-2.793025621,1.1,1.1
29.47906786,-2.889153496,1.1,1.1
29.91877868,-2.982425867,1.1,1.1
30.35883786,-3.072834826,1.1,1.1
30.7992835,-3.160372374,1.1,1.1
31.24015406,-3.245030692,1.1,1.1
31.68148803,-3.32680178,1.1,1.1
32.12332358,-3.405677821,1.1,1.1
32.56569919,-3.481650725,1.1,1.1
33.00865315,-3.554712853,1.1,1.1
33.45222391,-3.624856025,1.1,1.1
33.89644978,-3.692072514,1.1,1.1
34.34136912,-3.75635423,1.1,1.1
34.7870203,-3.817693444,1.1,1.1
35.2334153,-3.875725713,1.1,1.1
35.68038181,-3.927604792,1.1,1.1
36.12766944,-3.969429574,1.1,1.1
36.57502744,-3.997295086,1.1,1.1
37.02220497,-4.007296357,1.1,1.1
37.46895147,-3.995528237,1.1,1.1
37.91501599,-3.958085752,1.1,1.1
38.36013584,-3.893340282,1.1,1.1
38.80400301,-3.808274382,1.1,1.1
39.24629872,-3.711906811,1.1,1.1
39.68669035,-3.613036676,1.1,1.1
40.12436407,-3.512802151,1.1,1.1
40.55791091,-3.402865278,1.1,1.1
40.98588777,-3.274323326,1.1,1.1
41.40731077,-3.122147349,1.1,1.1
41.82216985,-2.949520983,1.1,1.1
42.23057916,-2.760675714,1.1,1.1
42.63270594,-2.559761334,1.1,1.1
43.02945354,-2.349792514,1.1,1.1
43.4222648,-2.132952134,1.1,1.1
43.81257331,-1.911373463,1.1,1.1
44.20103984,-1.686115945,1.1,1.1
44.5873687,-1.456910046,1.1,1.1
44.97120497,-1.223403098,1.1,1.1
45.35219328,-0.985242789,1.1,1.1
45.72997864,-0.742076633,1.1,1.1
46.10420594,-0.493552318,1.1,1.1
46.47486044,-0.239794862,1.1,1.1
46.84321972,0.017257406,1.1,1.1
47.2108681,0.275236014,1.1,1.1
47.57938978,0.53177249,1.1,1.1
47.9503691,0.784498273,1.1,1.1
48.32539026,1.031044981,1.1,1.1
48.70603444,1.2690472,1.1,1.1
49.09332676,1.496694759,1.1,1.1
49.48710741,1.713360602,1.1,1.1
49.88706452,1.918569471,1.1,1.1
50.29288651,2.111846018,1.1,1.1
50.70426151,2.292714985,1.1,1.1
51.12087773,2.460701024,1.1,1.1
51.54242072,2.615345953,1.1,1.1
51.96847946,2.756792223,1.1,1.1
52.39852272,2.885932292,1.1,1.1
52.83201142,3.003705531,1.1,1.1
53.26840685,3.111051402,1.1,1.1
53.70717003,3.208909187,1.1,1.1
54.14776216,3.298218438,1.1,1.1
54.58967456,3.379712353,1.1,1.1
55.03282831,3.451212366,1.1,1.1
55.47746202,3.508384084,1.1,1.1
55.92382196,3.546842154,1.1,1.1
56.37198075,3.563986497,1.1,1.1
56.82134503,3.564058487,1.1,1.1
57.27116192,3.552937735,1.1,1.1
57.72075169,3.536032998,1.1,1.1
58.16995132,3.515424159,1.1,1.1
58.61882021,3.491756341,1.1,1.1
59.06741884,3.465669272,1.1,1.1
59.51580744,3.437802502,1.1,1.1
59.96404657,3.408795579,1.1,1.1
60.41219646,3.379288233,1.1,1.1
60.8603175,3.349920014,1.1,1.1
61.30847018,3.32133047,1.1,1.1
61.75671471,3.294159241,1.1,1.1
62.20511166,3.269045966,1.1,1.1
62.65372126,3.246630284,1.1,1.1
63.1026039,3.227551744,1.1,1.1
63.5518197,3.212446481,1.1,1.1
64.00137497,3.201324111,1.1,1.1
64.45116022,3.192840646,1.1,1.1
64.90105053,3.185475763,1.1,1.1
65.35092126,3.177709229,1.1,1.1
65.80064764,3.168020812,1.1,1.1
66.25010485,3.154890099,1.1,1.1
66.69916256,3.136784454,1.1,1.1
67.14748097,3.111717285,1.1,1.1
67.5944561,3.077128236,1.1,1.1
68.03946702,3.030420286,1.1,1.1
68.4818927,2.9689965,1.1,1.1
68.92111226,2.890259855,1.1,1.1
69.35650469,2.791613148,1.1,1.1
69.78736338,2.67101047,1.1,1.1
70.21264974,2.5285443,1.1,1.1
70.63124429,2.364826327,1.1,1.1
71.04202764,2.18046806,1.1,1.1
71.44388058,1.976081186,1.1,1.1
71.83568353,1.752277304,1.1,1.1
72.21631729,1.509668011,1.1,1.1
72.58466237,1.248864817,1.1,1.1
72.93959956,0.97047941,1.1,1.1
73.2800093,0.675123387,1.1,1.1
73.60477246,0.363408258,1.1,1.1
73.91276938,0.035945799,1.1,1.1
74.20288093,-0.30665257,1.1,1.1
74.47399717,-0.6637695,1.1,1.1
74.72535632,-1.034580657,1.1,1.1
74.95663824,-1.417999187,1.1,1.1
75.1675511,-1.812921066,1.1,1.1
75.35780327,-2.218242452,1.1,1.1
75.52710292,-2.632859502,1.1,1.1
75.67515832,-3.055668373,1.1,1.1
75.80167773,-3.485565043,1.1,1.1
75.90636932,-3.92144576,1.1,1.1
75.98894138,-4.36220668,1.1,1.1
76.04910215,-4.806743691,1.1,1.1
76.08655992,-5.25395322,1.1,1.1
76.10102284,-5.702731154,1.1,1.1
76.0921992,-6.151973652,1.1,1.1
76.0598865,-6.600569051,1.1,1.1
76.00452028,-7.047348529,1.1,1.1
75.92681405,-7.491118997,1.1,1.1
75.82748268,-7.930686829,1.1,1.1
75.70724085,-8.364858755,1.1,1.1
75.56680333,-8.792441328,1.1,1.1
75.40688491,-9.2122411,1.1,1.1
75.22847635,-9.623442727,1.1,1.1
75.033643,-10.02670131,1.1,1.1
74.82471097,-10.42302955,1.1,1.1
74.60400678,-10.81344043,1.1,1.1
74.37385666,-11.19894639,1.1,1.1
74.13658692,-11.58056041,1.1,1.1
73.8945211,-11.95929395,1.1,1.1
73.64943171,-12.33595272,1.1,1.1
73.40189431,-12.71089417,1.1,1.1
73.15232682,-13.08441712,1.1,1.1
72.90114761,-13.45682032,1.1,1.1
72.64877449,-13.82840233,1.1,1.1
72.39562585,-14.19946208,1.1,1.1
72.14211959,-14.57029814,1.1,1.1
71.88867391,-14.94120923,1.1,1.1
71.6357069,-15.31249421,1.1,1.1
71.38363667,-15.68445172,1.1,1.1
71.13288139,-16.05738042,1.1,1.1
70.88385908,-16.43157914,1.1,1.1
70.63698792,-16.80734654,1.1,1.1
70.39279962,-17.18500634,1.1,1.1
70.15227093,-17.56498005,1.1,1.1
69.91648781,-17.94771311,1.1,1.1
69.68653577,-18.33365101,1.1,1.1
69.46350077,-18.72323909,1.1,1.1
69.24846849,-19.11692285,1.1,1.1
69.04252004,-19.51514574,1.1,1.1
68.84582888,-19.91795935,1.1,1.1
68.65657675,-20.3245557,1.1,1.1
68.47268115,-20.73401268,1.1,1.1
68.29205952,-21.14540798,1.1,1.1
68.11262945,-21.5578196,1.1,1.1
67.93230827,-21.97032531,1.1,1.1
67.74904648,-22.38201271,1.1,1.1
67.56204068,-22.79233742,1.1,1.1
67.37208474,-23.20122675,1.1,1.1
67.18007722,-23.60863898,1.1,1.1
66.98691688,-24.01453224,1.1,1.1
66.79350229,-24.41886483,1.1,1.1
66.6007321,-24.82159503,1.1,1.1
66.40946048,-25.22281552,1.1,1.1
66.21988722,-25.62460132,1.1,1.1
66.03171332,-26.03053808,1.1,1.1
65.84462726,-26.44424928,1.1,1.1
65.65548621,-26.86520996,1.1,1.1
65.44993213,-27.27646237,1.1,1.1
65.21083057,-27.65698073,1.1,1.1
64.9232356,-27.98788494,1.1,1.1
64.58821493,-28.26599497,1.1,1.1
64.21395061,-28.49510552,1.1,1.1
63.8086569,-28.67904308,1.1,1.1
63.38054802,-28.821634,1.1,1.1
62.93783816,-28.9267046,1.1,1.1
62.48874171,-28.99808139,1.1,1.1
62.03998256,-29.03975312,1.1,1.1
61.59251294,-29.05633718,1.1,1.1
61.14588768,-29.05260351,1.1,1.1
60.69966139,-29.03332167,1.1,1.1
60.25338889,-29.0032616,1.1,1.1
59.80662496,-28.96719294,1.1,1.1
59.35892624,-28.9298734,1.1,1.1
58.91019801,-28.89381274,1.1,1.1
58.46110057,-28.85665579,1.1,1.1
58.01239265,-28.81541142,1.1,1.1
57.56483297,-28.76708896,1.1,1.1
57.11918043,-28.70869728,1.1,1.1
56.67619367,-28.63724553,1.1,1.1
56.23662422,-28.54979076,1.1,1.1
55.80095372,-28.44515147,1.1,1.1
55.36932256,-28.32437578,1.1,1.1
54.94184891,-28.18865481,1.1,1.1
54.51865124,-28.03917993,1.1,1.1
54.09984782,-27.87714234,1.1,1.1
53.68555702,-27.70373344,1.1,1.1
53.27588093,-27.51999998,1.1,1.1
52.87085846,-27.32642837,1.1,1.1
52.47051318,-27.12336904,1.1,1.1
52.0748688,-26.9111724,1.1,1.1
51.68394886,-26.69018897,1.1,1.1
51.29777693,-26.46076899,1.1,1.1
50.91637681,-26.22326306,1.1,1.1
50.53977196,-25.97802161,1.1,1.1
50.16798602,-25.72539504,1.1,1.1
49.80104262,-25.46573371,1.1,1.1
49.43896541,-25.19938821,1.1,1.1
49.08177802,-24.92670877,1.1,1.1
48.72950409,-24.64804601,1.1,1.1
48.38226458,-24.36365732,1.1,1.1
48.04378697,-24.07035925,1.1,1.1
47.72238019,-23.76059728,1.1,1.1
47.42664912,-23.42653433,1.1,1.1
47.16538047,-23.06140308,1.1,1.1
46.94867058,-22.66613779,1.1,1.1
46.78718933,-22.24504607,1.1,1.1
46.69142392,-21.80295698,1.1,1.1
46.66918673,-21.35202043,1.1,1.1
46.72627917,-20.90989036,1.1,1.1
46.86845388,-20.49435478,1.1,1.1
47.09605605,-20.11869048,1.1,1.1
47.38849824,-19.77870998,1.1,1.1
47.72012856,-19.46600057,1.1,1.1
48.06761369,-19.17290229,1.1,1.1
48.42410527,-18.89710761,1.1,1.1
48.78989593,-18.6386275,1.1,1.1
49.16530733,-18.39748218,1.1,1.1
49.55066078,-18.17369196,1.1,1.1
49.94627784,-17.96727715,1.1,1.1
50.35247982,-17.77825807,1.1,1.1
50.76924757,-17.6073226,1.1,1.1
51.19524736,-17.45773412,1.1,1.1
51.62882827,-17.33337746,1.1,1.1
52.06833552,-17.23794855,1.1,1.1
52.51196884,-17.16828512,1.1,1.1
52.95774451,-17.11258394,1.1,1.1
53.40367009,-17.05851021,1.1,1.1
53.84832726,-16.99736261,1.1,1.1
54.29153601,-16.92828319,1.1,1.1
54.73327791,-16.85143589,1.1,1.1
55.17353446,-16.76698474,1.1,1.1
55.61228703,-16.67509365,1.1,1.1
56.04951722,-16.57592657,1.1,1.1
56.4852065,-16.46964734,1.1,1.1
56.91933637,-16.35641988,1.1,1.1
57.35188821,-16.2364083,1.1,1.1
57.7828437,-16.10977637,1.1,1.1
58.21218413,-15.97668801,1.1,1.1
58.63989109,-15.83730733,1.1,1.1
59.06594606,-15.69179809,1.1,1.1
59.49013739,-15.54005846,1.1,1.1
59.91150566,-15.38095628,1.1,1.1
60.32891026,-15.21311008,1.1,1.1
60.74121043,-15.03513841,1.1,1.1
61.14726564,-14.8456597,1.1,1.1
61.5459353,-14.64329268,1.1,1.1
61.93606856,-14.42664517,1.1,1.1
62.31460698,-14.19235496,1.1,1.1
62.67435886,-13.93279033,1.1,1.1
63.00759128,-13.63976117,1.1,1.1
63.30688247,-13.30581415,1.1,1.1
63.56925102,-12.93402525,1.1,1.1
63.795029,-12.53532701,1.1,1.1
63.98459857,-12.12072829,1.1,1.1
64.1372889,-11.69721848,1.1,1.1
64.2511081,-11.26674536,1.1,1.1
64.32398095,-10.83093726,1.1,1.1
64.35383197,-10.39142254,1.1,1.1
64.33858579,-9.949829294,1.1,1.1
64.276167,-9.50778604,1.1,1.1
64.16465255,-9.067363049,1.1,1.1
64.00425321,-8.636818382,1.1,1.1
63.79675001,-8.228964593,1.1,1.1
63.54396033,-7.856719572,1.1,1.1
63.24837629,-7.52965436,1.1,1.1
62.91503863,-7.244692811,1.1,1.1
62.54959003,-6.995772508,1.1,1.1
62.15766916,-6.777794942,1.1,1.1
61.74488799,-6.592315486,1.1,1.1
61.31684678,-6.443698282,1.1,1.1
60.87913918,-6.336282668,1.1,1.1
60.43620985,-6.268743349,1.1,1.1
59.9900852,-6.227830438,1.1,1.1
59.54248606,-6.198786307,1.1,1.1
59.09481512,-6.169552271,1.1,1.1
58.64728096,-6.138198087,1.1,1.1
58.19981259,-6.105168996,1.1,1.1
57.75233874,-6.070909788,1.1,1.1
57.30478814,-6.035865704,1.1,1.1
56.85708978,-6.000481712,1.1,1.1
56.40917258,-5.965202875,1.1,1.1
55.96099707,-5.930475868,1.1,1.1
55.51259005,-5.896750966,1.1,1.1
55.06398683,-5.864478891,1.1,1.1
54.61522265,-5.834110185,1.1,1.1
54.16633273,-5.806095571,1.1,1.1
53.71735249,-5.78088577,1.1,1.1
53.26831706,-5.758931415,1.1,1.1
52.81926177,-5.740683229,1.1,1.1
52.37022185,-5.726591754,1.1,1.1
51.92123262,-5.717107802,1.1,1.1
51.47232931,-5.712681916,1.1,1.1
51.02354724,-5.713764818,1.1,1.1
50.57492165,-5.72080723,1.1,1.1
50.12648155,-5.73410538,1.1,1.1
49.6782328,-5.75337023,1.1,1.1
49.23017548,-5.778174336,1.1,1.1
48.78230978,-5.808090163,1.1,1.1
48.33463586,-5.842690176,1.1,1.1
47.88715392,-5.881546841,1.1,1.1
47.43986423,-5.924232713,1.1,1.1
46.99276677,-5.970320258,1.1,1.1
46.54586183,-6.01938194,1.1,1.1
46.09914958,-6.070990316,1.1,1.1
45.6526302,-6.124717671,1.1,1.1
45.20630387,-6.18013674,1.1,1.1
44.76017068,-6.236819808,1.1,1.1
44.31423144,-6.294348509,1.1,1.1
43.86850521,-6.352620654,1.1,1.1
43.42303404,-6.411928428,1.1,1.1
42.97786161,-6.472588457,1.1,1.1
42.53303125,-6.534917463,1.1,1.1
42.08858663,-6.599232253,1.1,1.1
41.64457116,-6.665849366,1.1,1.1
41.20102844,-6.735085522,1.1,1.1
40.75800186,-6.807257529,1.1,1.1
40.31553512,-6.882682107,1.1,1.1
39.87367161,-6.961675794,1.1,1.1
39.43245485,-7.044555489,1.1,1.1
38.99192841,-7.131637731,1.1,1.1
38.5521358,-7.223239329,1.1,1.1
38.11313625,-7.319665677,1.1,1.1
37.67509971,-7.421142722,1.1,1.1
37.23824412,-7.527862076,1.1,1.1
36.80278725,-7.640015262,1.1,1.1
36.36894723,-7.757793714,1.1,1.1
35.93694192,-7.881389135,1.1,1.1
35.50698944,-8.010992958,1.1,1.1
35.07889628,-8.145690347,1.1,1.1
34.65088806,-8.280312511,1.1,1.1
34.22081003,-8.408668063,1.1,1.1
33.78657366,-8.524757677,1.1,1.1
33.34848616,-8.629523601,1.1,1.1
32.90986444,-8.732630256,1.1,1.1
32.47420949,-8.84427529,1.1,1.1
32.0436934,-8.970833884,1.1,1.1
31.61762225,-9.110436282,1.1,1.1
31.19492905,-9.260139803,1.1,1.1
30.77454671,-9.417001764,1.1,1.1
30.35540841,-9.578079753,1.1,1.1
29.93644708,-9.740430909,1.1,1.1
29.51661352,-9.901158477,1.1,1.1
29.09550364,-10.0590291,1.1,1.1
28.67352755,-10.21490783,1.1,1.1
28.25114711,-10.36979399,1.1,1.1
27.82882437,-10.52468679,1.1,1.1
27.40702129,-10.68058538,1.1,1.1
26.98619982,-10.83848899,1.1,1.1
26.56673933,-10.99923031,1.1,1.1
26.14869814,-11.16299538,1.1,1.1
25.73205702,-11.32981367,1.1,1.1
25.31679664,-11.4997145,1.1,1.1
24.90289778,-11.67272732,1.1,1.1
24.49034093,-11.84888146,1.1,1.1
24.07910695,-12.02820619,1.1,1.1
23.66917634,-12.21073101,1.1,1.1
23.26052994,-12.39648531,1.1,1.1
22.85314835,-12.58549837,1.1,1.1
22.44701234,-12.7777996,1.1,1.1
22.0421024,-12.97341837,1.1,1.1
21.63839939,-13.17238409,1.1,1.1
21.23588776,-13.37472128,1.1,1.1
20.83469334,-13.58027526,1.1,1.1
20.43512179,-13.78866373,1.1,1.1
20.03749036,-13.9994895,1.1,1.1
19.64211632,-14.21235526,1.1,1.1
19.24931711,-14.42686392,1.1,1.1
18.85940979,-14.64261826,1.1,1.1
18.47259013,-14.85942511,1.1,1.1
18.08728414,-15.08006028,1.1,1.1
17.7005806,-15.309542,1.1,1.1
17.30953574,-15.55294399,1.1,1.1
16.91186611,-15.80411845,1.1,1.1
16.50787874,-16.01290209,1.1,1.1
16.09851613,-16.1183418,1.1,1.1
15.68804079,-16.06765527,1.1,1.1
15.30444053,-15.86644404,1.1,1.1
14.98154129,-15.54836451,1.1,1.1
14.72198385,-15.16553259,1.1,1.1
14.50883858,-14.76394694,1.1,1.1
14.31180284,-14.36022857,1.1,1.1
14.09888612,-13.96727315,1.1,1.1
13.84458196,-13.59710235,1.1,1.1
13.54782452,-13.25844319,1.1,1.1
13.21330509,-12.95924682,1.1,1.1
12.84571495,-12.70746409,1.1,1.1
12.44974567,-12.51104606,1.1,1.1
12.03008844,-12.37794377,1.1,1.1
11.59144722,-12.31606998,1.1,1.1
11.14050726,-12.32725131,1.1,1.1
10.68808885,-12.4006129,1.1,1.1
10.24553035,-12.52368929,1.1,1.1
9.823918428,-12.68494173,1.1,1.1
9.430946293,-12.88534265,1.1,1.1
9.071870272,-13.13484705,1.1,1.1
8.752010505,-13.44324185,1.1,1.1
8.480485064,-13.80848068,1.1,1.1
8.270952047,-14.21437205,1.1,1.1
8.137260268,-14.64392027,1.1,1.1
8.082198901,-15.08407049,1.1,1.1
8.086002943,-15.52980401,1.1,1.1
8.126159018,-15.97708139,1.1,1.1
8.18382316,-16.42268243,1.1,1.1
8.253433285,-16.8663517,1.1,1.1
8.332432005,-17.30850451,1.1,1.1
8.418261841,-17.74955609,1.1,1.1
8.508365496,-18.18992192,1.1,1.1
8.600185579,-18.63001732,1.1,1.1
8.691171085,-19.07025642,1.1,1.1
8.779708042,-19.51090014,1.1,1.1
8.866092226,-19.95189618,1.1,1.1
8.950852102,-20.39315437,1.1,1.1
